Address,Merchants ID,Nama Toko,Food ID,Nama Makanan,Harga,Kategori,Description ,Latitude,Longtitude
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",CPO,Coffee Potum,CPO01,Hot Milk,10000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",CPO,Coffee Potum,CPO02,Black Coffee,10000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",CPO,Coffee Potum,CPO03,Cappucino,18000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",CPO,Coffee Potum,CPO04,Coffee Latte,17000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",CPO,Coffee Potum,CPO05,Espresso,8000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",CPO,Coffee Potum,CPO06,Ice Black Coffee,15000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",CPO,Coffee Potum,CPO07,Ice Cappucino,18000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",CPO,Coffee Potum,CPO08,Ice Coffe Latte,19000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",CPO,Coffee Potum,CPO09,Ice Milk,12000,Minuman,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",LAD,La Ding ,LAD01,Siomay,20000,Makanan,4 Pcs,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",LAD,La Ding ,LAD02,Sop Iga + Nasi,25000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",LAD,La Ding ,LAD03,Soto Mie + Nasi,22000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",SFL,Salad Fella,SFL01,Chick-a-potle Bowl,35000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",SFL,Salad Fella,SFL02,Chick-a-potle Cup,18000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",SFL,Salad Fella,SFL03,Chick-A-Potle Wrap,35000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",SFL,Salad Fella,SFL04,Happy Tempe-r Bowl,30000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",SFL,Salad Fella,SFL05,Happy Tempe-r Cup,15000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",SFL,Salad Fella,SFL06,Happy Tempe-r Wrap,30000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",SFL,Salad Fella,SFL07,O-Fish-Ally Yum! Bowl,35000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",SFL,Salad Fella,SFL08,O-Fish-Ally Yum! Cup,18000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",SFL,Salad Fella,SFL09,O-Fish-Ally Yum! Wrap,35000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",SFL,Salad Fella,SFL10,Sesame Street Bowl,30000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",SFL,Salad Fella,SFL11,Sesame Street Cup,15000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",SFL,Salad Fella,SFL12,Sesame Street Wrap,30000,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",WKO,Warung Kokoh,WKO01,Mie Ayam,20000,Makanan,"Mie Kecil/ Mie Lebar/ Bihun/ Kwetiau, Extra Bakso/ Pangsit/ Bakso + Pangsit 5000",-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15370",WKO,Warung Kokoh,WKO02,Mie Dino (Ayam/ Yamin/ Rica),30000,Makanan,"Mie Kecil/ Mie Lebar/ Bihun/ Kwetiau, Extra Bakso/ Pangsit/ Bakso + Pangsit 5000",-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15371",WKO,Warung Kokoh,WKO03,Mie Rica,20000,Makanan,"Mie Kecil/ Mie Lebar/ Bihun/ Kwetiau, Extra Bakso/ Pangsit/ Bakso + Pangsit 5000",-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15372",WKO,Warung Kokoh,WKO04,Mie Yamin,20000,Makanan,"Mie Kecil/ Mie Lebar/ Bihun/ Kwetiau, Extra Bakso/ Pangsit/ Bakso + Pangsit 5000",-6.301.721,106.652.312
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",SPK,6Pack,SPK01,Maui ,75000,Makanan,(Salmon w/ Mixed Salad) ,-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",SPK,6Pack,SPK02,Oahu ,60000,Makanan,(Tuna w/ Mixed Salad),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",SPK,6Pack,SPK03,Waikiki,55000,Makanan,(Tofu w/ Mixed Salad),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",SPK,6Pack,SPK04,Kailua,80000,Makanan,(Salmon & Tuna w/ Mixed Salad),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",SPK,6Pack,SPK05,Mauna kea ,75000,Makanan,(Salmon w/ Brown Rice),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",SPK,6Pack,SPK06,Honolulu,60000,Makanan,(Tuna w/ Brown Rice),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",SPK,6Pack,SPK07,Molokini ,55000,Makanan,(Tofu w/ Brown Rice),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",SPK,6Pack,SPK08,Kualoa,80000,Makanan,(Salmon & Tuna w/ Brown Rice),-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",SPK,6Pack,SPK09,Core Flow ,75000,Makanan,"(Tortilla, Chicken Breast, Egg Whites, Cherry Tomatoes, Parmesan, Croutons, & Caesar Dressing)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",SPK,6Pack,SPK10,Yin & Yang,95000,Makanan,"(Tortilla, Beef Bulgogi, Bell Pepper, Carrot, Kyuri, Dry Chilli, & Bulgogi Dressing)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",SPK,6Pack,SPK11,Body Balance ,80000,Makanan,"(Tortilla, Gherkin, Pineapple, Red Beans, Kyuri, Tomatoes, Bell Pepper, Quinoa, & Pink Apple/Thai )",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",SPK,6Pack,SPK12,Pump It Up ,100000,Makanan,"(Tortilla, Salmon, Tobiko, Crab Stick, Avocado, Kyuri, & Truffle Mayo)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",SPK,6Pack,SPK13,Fast It ,80000,Makanan,"(Tortilla, Sweet Corn, Salmon, Bell Peppers, Cherry Tomatoes, Red Onion, & Pesto Vinaigrette )",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",SPK,6Pack,SPK14,Flexibility,75000,Makanan,"(Tortilla, Chicken Thigh, Red Cabbage, Cherry Tomatoes, Edamame, Kyuri, & Barbeque )",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",SPK,6Pack,SPK15,Fit Pack ,75000,Makanan,"(Cauliflower Rice, Herb Spice, Chicken Breast, Baby Corn, Red Cabbage, Wakame, & Almond Barbeque)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",SPK,6Pack,SPK16,Slim Pack ,75000,Makanan,"(Romaine Lettuce, Chicken Breast, Button Mushroom, Sweet Corn, Cherry Tomatoes, & Garlic Miso Mustard)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",SPK,6Pack,SPK17,Vegan Pack ,75000,Makanan,"(Mixed Salad, Tofu, Soba, Edamame, Button Mushroom, Mixed Seeds, & Pink Pineapple)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",SPK,6Pack,SPK18,Spice Pack ,100000,Makanan,"(Whole Wheat Pasta, Bulgogi Beef, Bell Pepper, Broccoli, Ratatouille, Horensi Dry Chili, & Bulgogi )",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",SPK,6Pack,SPK19,Super Pack ,100000,Makanan,"(Quinoa, Dory, Chicken Breast, Herb Carrot, Egg White, Roasted Tempe, Button Mushrooms, Almonds, & Thai)",-6.301.939,106.653.659
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",SPK,6Pack,SPK20,Sweet Pack ,100000,Makanan,"(Sweet Potatoes, Chicken Thigh, Tofu, Broccoli, Ratatouille, Cherry Tomato, Sweet Corn, Mixed Seed, & Pesto Vinaigrette)",-6.301.939,106.653.659
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",BPJ,Bakso Pak Joko,BPJ01,Bakso Campur,29000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",BPJ,Bakso Pak Joko,BPJ02,Bakso Isi Daging,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",BPJ,Bakso Pak Joko,BPJ03,Bakso Iga,35000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",BPJ,Bakso Pak Joko,BPJ04,Bakso Urat,20000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",BPJ,Bakso Pak Joko,BPJ05,Bakso Daging Halus,18000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",BPJ,Bakso Pak Joko,BPJ06,Bakso Tahu,16000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",BPJ,Bakso Pak Joko,BPJ07,Bakso Pelangi,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",BPJ,Bakso Pak Joko,BPJ08,Iga Bakar BBQ,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",BPJ,Bakso Pak Joko,BPJ09,Soup Buah ,16000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",BPJ,Bakso Pak Joko,BPJ10,Juice Jambu,15000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",BPJ,Bakso Pak Joko,BPJ11,Es Teh Manis,5000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",BPJ,Bakso Pak Joko,BPJ12,Juce Strawberry,15000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",BPJ,Bakso Pak Joko,BPJ13,Juice Alpukat,15000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",BPJ,Bakso Pak Joko,BPJ14,Juice Buah Naga,15000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",BPJ,Bakso Pak Joko,BPJ15,Es Jeru,10000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",BPJ,Bakso Pak Joko,BPJ16,Juice Mangga,15000,Minuman,,-6.301.541,106.655.187
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",BRC,Baracik (Kopi Tanah Air),BRC01,Kopi Tubruk,25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",BRC,Baracik (Kopi Tanah Air),BRC02,Kopi Siram (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",BRC,Baracik (Kopi Tanah Air),BRC02,Kopi Siram (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",BRC,Baracik (Kopi Tanah Air),BRC03,Kopi Press Angin,25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",BRC,Baracik (Kopi Tanah Air),BRC04,Kopi Tetes (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",BRC,Baracik (Kopi Tanah Air),BRC04,Kopi Tetes (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",BRC,Baracik (Kopi Tanah Air),BRC05,Kopi Jahe,25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",BRC,Baracik (Kopi Tanah Air),BRC06,Espresso (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",BRC,Baracik (Kopi Tanah Air),BRC06,Espresso (L),40000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",BRC,Baracik (Kopi Tanah Air),BRC07,Americano,25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",BRC,Baracik (Kopi Tanah Air),BRC08,Piccolo,30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",BRC,Baracik (Kopi Tanah Air),BRC09,Cappucino (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",BRC,Baracik (Kopi Tanah Air),BRC09,Cappucino (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",BRC,Baracik (Kopi Tanah Air),BRC10,Latte (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",BRC,Baracik (Kopi Tanah Air),BRC10,Latte (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",BRC,Baracik (Kopi Tanah Air),BRC11,Caramel Latte (R),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",BRC,Baracik (Kopi Tanah Air),BRC11,Caramel Latte (L),35000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",BRC,Baracik (Kopi Tanah Air),BRC12,Hazelnut Latte (R),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",BRC,Baracik (Kopi Tanah Air),BRC12,Hazelnut Latte (L),35000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",BRC,Baracik (Kopi Tanah Air),BRC13,Mochaccino (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",BRC,Baracik (Kopi Tanah Air),BRC13,Mochaccino (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",BRC,Baracik (Kopi Tanah Air),BRC14,Nutellatte (R),35000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",BRC,Baracik (Kopi Tanah Air),BRC14,Nutellatte (L),40000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",BRC,Baracik (Kopi Tanah Air),BRC15,Vanilla Latte (R),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",BRC,Baracik (Kopi Tanah Air),BRC15,Vanilla Latte (L),35000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",BRC,Baracik (Kopi Tanah Air),BRC16,Green Tea Latte (R),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",BRC,Baracik (Kopi Tanah Air),BRC16,Green Tea Latte (L),35000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",BRC,Baracik (Kopi Tanah Air),BRC17,Chocolate (R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",BRC,Baracik (Kopi Tanah Air),BRC17,Chocolate (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",BRC,Baracik (Kopi Tanah Air),BRC18,Bandrek,20000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",BRC,Baracik (Kopi Tanah Air),BRC19,Teh Kocok Baba(R),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",BRC,Baracik (Kopi Tanah Air),BRC19,Teh Kocok Baba (L),30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",BRC,Baracik (Kopi Tanah Air),BRC20,Jeruk Nipis (R),20000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",BRC,Baracik (Kopi Tanah Air),BRC20,Jeruk Nipis (L),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",BRC,Baracik (Kopi Tanah Air),BRC21,Jeruk Borneo (R),20000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",BRC,Baracik (Kopi Tanah Air),BRC21,Jeruk Borneo (L),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",BRC,Baracik (Kopi Tanah Air),BRC22,Teh Tawar (R),10000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",BRC,Baracik (Kopi Tanah Air),BRC22,Teh Tawar (L),15000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",BRC,Baracik (Kopi Tanah Air),BRC23,Teh Manis (R),15000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",BRC,Baracik (Kopi Tanah Air),BRC23,Teh Manis (L),20000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",BRC,Baracik (Kopi Tanah Air),BRC24,Lemon Tea (R),20000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",BRC,Baracik (Kopi Tanah Air),BRC24,Lemon Tea (L),25000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",BRC,Baracik (Kopi Tanah Air),BRC25,Lychee Tea,30000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15370",BRC,Baracik (Kopi Tanah Air),BRC26,Saparilla Badak,18000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15371",BRC,Baracik (Kopi Tanah Air),BRC27,Air Mineral,5000,Minuman,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15372",BRC,Baracik (Kopi Tanah Air),BRC28,Telur Ayam Kampung (rebus1/2 matang) 15k,15000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15373",BRC,Baracik (Kopi Tanah Air),BRC29,Roti Bakar (susu/ cokelat/ keju/ campur),20000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15374",BRC,Baracik (Kopi Tanah Air),BRC30,Mpek2 Kapal Selam,25000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15375",BRC,Baracik (Kopi Tanah Air),BRC31,Roti Goreng,15000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15376",BRC,Baracik (Kopi Tanah Air),BRC32,Mie+ Telur Asin (Rebus/ Goreng),15000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15377",BRC,Baracik (Kopi Tanah Air),BRC33,Sosis Bakar,13000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15378",BRC,Baracik (Kopi Tanah Air),BRC34,Cireng,15000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15379",BRC,Baracik (Kopi Tanah Air),BRC35,Pisang Goreng,20000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15380",BRC,Baracik (Kopi Tanah Air),BRC36,Pisang Keju Susu,20000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15381",BRC,Baracik (Kopi Tanah Air),BRC37,Pisang Keju Coklat,25000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15382",BRC,Baracik (Kopi Tanah Air),BRC38,Tahu Aci,20000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15383",BRC,Baracik (Kopi Tanah Air),BRC39,Singkong Goreng,20000,Makanan,,-6.301.624,106.654.690
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15384",BRC,Baracik (Kopi Tanah Air),BRC40,Kentang Goreng,25000,Makanan,,-6.301.624,106.654.690
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",BRO,Bro Star,BRO01,Paket Dory Salted Egg,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",BRO,Bro Star,BRO02,Paket Dorry Crispy,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",BRO,Bro Star,BRO03,Kentang Goreng,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",BRO,Bro Star,BRO04,Sosis Kentang Goreng,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",BRO,Bro Star,BRO05,Sosis Telur,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",BRO,Bro Star,BRO06,Roti Bakar,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",BRO,Bro Star,BRO07,Roti Bakar Ice Cream,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",BRO,Bro Star,BRO08,Roti Gulung Sosis Keju,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",BRO,Bro Star,BRO09,Donut Kentang,0,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",BRO,Bro Star,BRO10,Esteh Manis,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",BRO,Bro Star,BRO11,Teh Tarik,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",BRO,Bro Star,BRO12,Lemon Tea,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",BRO,Bro Star,BRO13,Thai Tea,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",BRO,Bro Star,BRO14,Milk Tea,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",BRO,Bro Star,BRO15,Milo,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",BRO,Bro Star,BRO16,Kopi Belitung,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",BRO,Bro Star,BRO17,Kopi Arabika,0,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",BRO,Bro Star,BRO18,Kopi Susu,0,Minuman,,-6.301.541,106.655.187
