Address,Merchants ID,Nama Toko,Food ID,Nama Makanan,Harga,Kategori,Description ,Latitude,Longtitude
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",SPG,Soto Pak Gembul,SPG02,Dimsum,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",SPG,Soto Pak Gembul,SPG03,Soto Ayam,0,Makanan,,-6.301.721,106.652.312
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",TBS,Tebu Segar,TBS01,Sari Tebu Murni,10000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",TBS,Tebu Segar,TBS02,Sari Tebu Lemon,12000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",TBS,Tebu Segar,TBS03,Sari Tebu Kiamboy,12000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",TBS,Tebu Segar,TBS04,Sari Tebu Selasih,12000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",TBS,Tebu Segar,TBS05,Sari Tebu Nipis,12000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",TBS,Tebu Segar,TBS06,Sari Tebu Jelly ,12000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",TBS,Tebu Segar,TBS07,Jeruk Murni,15000,Minuman,,-6.301.541,106.655.187
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",FRU,The Fruity,FRU01,Vit Muscler Booster (R),19000,Minuman,"(Avocado, Banana, and Apple Mixture)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",FRU,The Fruity,FRU02,Vit Muscler Booster (R),24000,Minuman,"(Avocado, Banana, and Apple Mixture)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",FRU,The Fruity,FRU03,Vit Eye Booster (R),19000,Minuman,"(Carrot, tomatoes, and Sunkist Mixture)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",FRU,The Fruity,FRU04,Vit Eye Booster (L),24000,Minuman,"(Carrot, tomatoes, and Sunkist Mixture)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",FRU,The Fruity,FRU05,Vit Heart Booster (R),19000,Minuman,"(Apple, Melon, Pineapple Mixing)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",FRU,The Fruity,FRU06,Vit Heart Booster (L),24000,Minuman,"(Apple, Melon, Pineapple Mixing)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",FRU,The Fruity,FRU07,Vit Brain Booster (R),19000,Minuman,"(Starfruit, Sunkist, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",FRU,The Fruity,FRU08,Vit Brain Booster (L),24000,Minuman,"(Starfruit, Sunkist, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",FRU,The Fruity,FRU09,Vit-C Booster ,30000,Minuman,"(Mixing Sunkist, Kiwi, Pineapple)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",FRU,The Fruity,FRU10,Stamina Booster ,30000,Minuman,"(mung bean, banana, avocado)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",FRU,The Fruity,FRU11,Immune Booster ,30000,Minuman,"(Dragon Fruit, Soursop Mixture)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",FRU,The Fruity,FRU12,Pleasure Booster ,30000,Minuman,"(Durian, avocado, coffee)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",FRU,The Fruity,FRU13,Memory Booster ,30000,Minuman,"(Blackberry, Lychee, Ice Cream)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",FRU,The Fruity,FRU14,Anti Stress Booster ,30000,Minuman,"(Ice Cream, Lychee, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",FRU,The Fruity,FRU15,Anti-Aging Green Drink ,30000,Minuman,"(Pak Choi, kiwi, lemon, Starfruit)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",FRU,The Fruity,FRU16,Anti-Cholesterol Green Drink ,30000,Minuman,"(Caisim, Starfruit, kiwi, pineapple )",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",FRU,The Fruity,FRU17,Delightful Melon,30000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",FRU,The Fruity,FRU18,Delightful Mango,30000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",FRU,The Fruity,FRU19,Delightful Soursop,30000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",FRU,The Fruity,FRU20,Avoplus Chocolate ,24000,Minuman,"(Avocado, Chocolate)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",FRU,The Fruity,FRU21,Vanila Wildberries ,24000,Minuman,(Fruit Berries Drink),-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",FRU,The Fruity,FRU22,Mangolicious ,24000,Minuman,(Mango Lovers),-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",FRU,The Fruity,FRU23,Ice Melon Tea,24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",FRU,The Fruity,FRU24,Berry Berry,24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",FRU,The Fruity,FRU25,Healthy Summer Tropical ,24000,Minuman,"(Pineapple, mango)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",FRU,The Fruity,FRU26,Healthy Dragon ,24000,Minuman,"(Dragon Fruit, Apple)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",FRU,The Fruity,FRU27,Black Sensation (R),19000,Minuman,"(Blackberry, sunkist, mango)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",FRU,The Fruity,FRU28,Black Sensation (L),24000,Minuman,"(Blackberry, sunkist, mango)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",FRU,The Fruity,FRU29,Banana Berry Mix (R),19000,Minuman,"(Banana, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",FRU,The Fruity,FRU30,Banana Berry Mix (L),24000,Minuman,"(Banana, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",FRU,The Fruity,FRU31,Black Boombuster (R),19000,Minuman,"(Blackberry, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",FRU,The Fruity,FRU32,Black Boombuster (L),24000,Minuman,"(Blackberry, Strawberry)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15370",FRU,The Fruity,FRU33,Sunshine Tropical (R),19000,Minuman,"(Strawberry, mango, sunkist)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15370",FRU,The Fruity,FRU34,Sunshine Tropical (L),24000,Minuman,"(Strawberry, mango, sunkist)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15371",FRU,The Fruity,FRU35,Cool Lychee (R),19000,Minuman,"(Lychee, watermelon)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15371",FRU,The Fruity,FRU36,Cool Lychee (L),24000,Minuman,"(Lychee, watermelon)",-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15372",FRU,The Fruity,FRU37,Avocado (R),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15372",FRU,The Fruity,FRU38,Avocado (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15373",FRU,The Fruity,FRU39,Starfruit (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15373",FRU,The Fruity,FRU40,Starfruit (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15373",FRU,The Fruity,FRU41,Starfruit (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15374",FRU,The Fruity,FRU42,Guava (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15374",FRU,The Fruity,FRU43,Guava (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15374",FRU,The Fruity,FRU44,Guava (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15375",FRU,The Fruity,FRU45,Kiwi (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15375",FRU,The Fruity,FRU46,Kiwi (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15375",FRU,The Fruity,FRU47,Kiwi (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15376",FRU,The Fruity,FRU48,Melon (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15376",FRU,The Fruity,FRU49,Melon (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15376",FRU,The Fruity,FRU50,Melon (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15377",FRU,The Fruity,FRU51,Soursop (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15377",FRU,The Fruity,FRU52,Soursop (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15377",FRU,The Fruity,FRU53,Soursop (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15378",FRU,The Fruity,FRU54,Grape (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15378",FRU,The Fruity,FRU55,Grape (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15378",FRU,The Fruity,FRU56,Grape (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15379",FRU,The Fruity,FRU57,Blackberry (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15379",FRU,The Fruity,FRU58,Blackberry (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15379",FRU,The Fruity,FRU59,Blackberry (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15380",FRU,The Fruity,FRU60,Mung Beans (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15380",FRU,The Fruity,FRU61,Mung Beans (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15380",FRU,The Fruity,FRU62,Mung Beans (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15381",FRU,The Fruity,FRU63,Lychee (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15381",FRU,The Fruity,FRU64,Lychee (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15381",FRU,The Fruity,FRU65,Lychee (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15382",FRU,The Fruity,FRU66,Pineapple (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15382",FRU,The Fruity,FRU67,Pineapple (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15382",FRU,The Fruity,FRU68,Pineapple (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15383",FRU,The Fruity,FRU69,Banana (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15383",FRU,The Fruity,FRU70,Banana (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15383",FRU,The Fruity,FRU71,Banana (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15384",FRU,The Fruity,FRU72,Strawberry (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15384",FRU,The Fruity,FRU73,Strawberry (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15384",FRU,The Fruity,FRU74,Strawberry (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15385",FRU,The Fruity,FRU75,Apple (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15385",FRU,The Fruity,FRU76,Apple (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15385",FRU,The Fruity,FRU77,Apple (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15386",FRU,The Fruity,FRU78,Dragon Fruit (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15386",FRU,The Fruity,FRU79,Dragon Fruit (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15386",FRU,The Fruity,FRU80,Dragon Fruit (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15387",FRU,The Fruity,FRU81,Mango (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15387",FRU,The Fruity,FRU82,Mango (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15387",FRU,The Fruity,FRU83,Mango (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15388",FRU,The Fruity,FRU84,Watermelon (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15388",FRU,The Fruity,FRU85,Watermelon (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15388",FRU,The Fruity,FRU86,Watermelon (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15389",FRU,The Fruity,FRU87,Sunkist (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15389",FRU,The Fruity,FRU88,Sunkist (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15389",FRU,The Fruity,FRU89,Sunkist (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15390",FRU,The Fruity,FRU90,Tomato (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15390",FRU,The Fruity,FRU91,Tomato (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15390",FRU,The Fruity,FRU92,Tomato (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15391",FRU,The Fruity,FRU93,Carrot (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15391",FRU,The Fruity,FRU94,Carrot (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15391",FRU,The Fruity,FRU95,Carrot (L),24000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15392",FRU,The Fruity,FRU96,Durian (S),16000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15392",FRU,The Fruity,FRU97,Durian (M),19000,Minuman,,-6.301.735,106.654.321
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15392",FRU,The Fruity,FRU98,Durian (L),24000,Minuman,,-6.301.735,106.654.321
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",KIT,Warung Kita,KIT01,Paket Nasi Ikan Nila Bakar/ Sambal Dabu,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",KIT,Warung Kita,KIT02,Paket Nasi Ikan Bawal Bakar/Sambel Dabu,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",KIT,Warung Kita,KIT03,Paket Nasi Ayam Bakar,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",KIT,Warung Kita,KIT04,Paket Nasi Ayam Bakar Sambal Dabu,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",KIT,Warung Kita,KIT05,Ikan/Ayam Alacart Bakar ,21000,Makanan,Sambal+Lalapan,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",KIT,Warung Kita,KIT06,Gurame Bakar Sambal Dabu2 (450gr),63000,Makanan,Tanpa Nasi,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",KIT,Warung Kita,KIT07,Sate Ayam Tanpa Lemak,37000,Makanan,Dengan Nasi,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",KIT,Warung Kita,KIT08,Sate Ayam (10tusuk),0,Makanan,Tanpa Nasi,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",KIT,Warung Kita,KIT09,Paket Nasi Goreng Nila Sambel Terasi/ Sambel Dabu2,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",KIT,Warung Kita,KIT10,Paket Nasi Bawal Goreng Sambel Terasi/Sambel dabu2,28000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",KIT,Warung Kita,KIT11,Gurame Goreng Sambel Dabu (450gr),63000,Makanan,Tanpa Nasi,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",KIT,Warung Kita,KIT12,Paket Nasi Pecel,27000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",KIT,Warung Kita,KIT13,Tempe/ Tahu Goreng,2500,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",KIT,Warung Kita,KIT14,Lele Goreng,20400,Makanan,Tanpa Nasi,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",KIT,Warung Kita,KIT15,Capucino Cincau,18000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",KIT,Warung Kita,KIT16,Teh Tarik Cincau,18000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",KIT,Warung Kita,KIT17,Es Milo/Hot,18000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",KIT,Warung Kita,KIT18,Nasi Merah,10000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",KIT,Warung Kita,KIT19,Nasi Putih,7000,Makanan,,-6.301.541,106.655.187
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",JOW,Wong Jowo,JOW01,Bubur Ayam,12000,Makanan,,-6.301.721,106.652.312
